,racecourse,disttext,raceclass,count
2670,35,1m1f 9yds,6,1
2689,35,1m 3yds,B,1
2700,35,1m6f 97yds,4,1
2718,35,2m 110yds,5,1
2720,35,2m 110yds,E,1
2729,35,2m 19yds,F,1
2744,35,3m,2,1
2748,35,3m,B,1
2763,35,5f,G,1
2771,35,6f,B,1
2825,36,2m,2,1
2828,36,2m,B,1
2829,36,2m,C,1
2830,36,2m2f,1,1
2842,36,6f,3,1
2857,36,7f,E,1
2858,36,7f,F,1
2872,37,2m3f,2,1
2888,37,2m6f,3,1
2907,38,1m1f,5,1
2908,38,1m1f 213yds,2,1
2913,38,1m1f 213yds,7,1
2917,38,1m1f 213yds,H,1
2918,38,1m2f 50yds,1,1
2929,38,1m 54yds,7,1
2935,38,1m 54yds,H,1
2937,38,1m6f 15yds,2,1
2942,38,1m6f 15yds,7,1
2944,38,1m6f 15yds,B,1
2945,38,1m6f 15yds,C,1
2950,38,1m6f 15yds,H,1
2961,38,5f 13yds,2,1
3009,39,3m 110yds,C,1
3019,40,2m,B,1
3025,40,2m1f,4,1
3027,40,2m1f,C,1
3030,40,2m1f,F,1
3037,40,2m4f,F,1
3041,40,2m5f,C,1
3055,41,1m2f 6yds,1,1
3066,41,1m4f 8yds,2,1
3087,41,2m1f 216yds,2,1
3094,41,2m1f 22yds,3,1
3102,41,5f,2,1
3130,42,1m1f,3,1
3131,42,1m1f,4,1
3150,42,1m3f,D,1
3154,42,1m6f 19yds,4,1
3173,42,6f,1,1
3185,42,7f,2,1
3190,42,7f,A,1
3205,43,1m1f,2,1
3207,43,1m1f,C,1
3218,43,1m4f 10yds,2,1
3223,43,1m4f 60yds,B,1
3233,43,2m,D,1
3242,43,6f,1,1
3261,44,1m,F,1
3263,44,1m1f 198yds,2,1
3268,44,1m1f 198yds,B,1
3274,44,1m4f,6,1
3278,44,1m4f,F,1
3290,44,5f,3,1
3297,44,6f,2,1
3305,44,6f 212yds,1,1
3320,45,1m 14yds,6,1
3330,45,1m1f,E,1
3343,45,1m6f,5,1
3347,45,2m,2,1
3363,45,2m4f,2,1
3372,45,2m4f 110yds,C,1
3382,45,2m6f,F,1
3387,45,2m 78yds,E,1
3388,45,3m,A,1
3391,45,3m 110yds,2,1
3409,45,7f 16yds,6,1
3412,46,2m 110yds,3,1
3416,46,2m 110yds,F,1
3431,46,2m5f,3,1
3433,46,2m5f,5,1
3435,46,2m5f,F,1
3447,46,3m3f 110yds,3,1
3454,47,1m,1,1
3467,47,1m2f,6,1
3495,47,1m6f,2,1
3521,47,2m1f,C,1
3534,47,2m4f 110yds,G,1
3535,47,2m5f 110yds,3,1
3543,47,3m 110yds,2,1
3572,47,6f,1,1
3611,48,2m3f,2,1
3626,48,2m6f,4,1
3642,48,3m3f,F,1
3648,49,2m 110yds,D,1
3661,49,2m3f,C,1
3664,49,2m3f 110yds,2,1
3676,49,3m 110yds,2,1
3680,49,3m 110yds,C,1
3685,49,3m3f,4,1
3686,50,1m,2,1
3691,50,1m2f,2,1
3692,50,1m2f,3,1
3716,50,2m5f,3,1
3728,50,3m1f 110yds,4,1
3729,50,3m1f 110yds,5,1
3735,50,6f,3,1
3762,51,2m,E,1
3807,52,2m3f 110yds,G,1
3825,52,3m 110yds,3,1
3832,53,2m,B,1
3855,53,2m5f,E,1
3860,53,2m6f 110yds,B,1
3866,53,3m,2,1
3873,53,3m 110yds,C,1
3877,54,1m 20yds,4,1
3879,54,1m 20yds,6,1
3880,54,1m 22yds,3,1
3889,54,1m 22yds,H,1
3890,54,1m2f 110yds,C,1
3891,54,1m2f 110yds,D,1
3899,54,1m2f 188yds,7,1
3904,54,1m2f 188yds,H,1
3905,54,1m4f 134yds,4,1
3908,54,1m4f 134yds,7,1
3914,54,1m4f 56yds,E,1
3916,54,1m6f 135yds,D,1
3918,54,1m6f 213yds,3,1
3924,54,1m6f 213yds,F,1
3925,54,1m6f 213yds,H,1
3926,54,1m7f 181yds,D,1
3927,54,1m7f 181yds,E,1
3928,54,1m7f 181yds,F,1
3929,54,1m7f 9yds,5,1
3930,54,2m,2,1
3934,54,2m,A,1
3935,54,2m,B,1
3940,54,2m,G,1
3955,54,2m3f,G,1
3958,54,2m4f 110yds,B,1
3959,54,2m4f 110yds,C,1
3960,54,2m4f 110yds,D,1
3963,54,2m5f,2,1
3966,54,2m5f,5,1
3969,54,2m5f,C,1
3976,54,3m1f,C,1
3979,54,3m2f,3,1
3982,54,3m2f,D,1
3983,54,3m2f,E,1
3988,54,5f,7,1
3989,54,5f,D,1
3995,54,5f 110yds,C,1
3998,54,5f 110yds,F,1
4003,54,6f,D,1
4004,54,6f 168yds,C,1
4006,54,6f 168yds,F,1
4008,54,6f 21yds,7,1
4009,54,6f 21yds,C,1
4012,54,6f 21yds,H,1
4019,54,7f 26yds,6,1
4020,54,7f 26yds,B,1
4025,55,2m,1,1
4037,55,2m 110yds,2,1
4044,55,2m4f,1,1
4050,55,2m4f 110yds,2,1
4053,55,2m4f 110yds,5,1
4073,55,2m7f 110yds,4,1
4083,55,3m1f,B,1
4084,55,3m1f,C,1
4088,55,3m2f,4,1
4089,55,3m2f,5,1
4095,56,2m,C,1
4099,56,2m4f,1,1
4149,57,1m 67yds,2,1
4159,57,2m,A,1
4160,57,2m,B,1
4165,57,2m4f,D,1
4167,57,3m 110yds,D,1
4169,57,3m1f 110yds,A,1
4184,57,6f,B,1
4203,58,1m1f 103yds,1,1
4256,58,2m4f 110yds,E,1
4267,58,5f 20yds,1,1
4305,59,2m,C,1
4313,59,2m2f,D,1
4314,59,2m2f,E,1
4315,59,2m2f,F,1
4316,59,2m4f,2,1
4330,59,2m7f 110yds,3,1
4332,59,2m7f 110yds,5,1
4342,59,3m,G,1
4349,60,1m,B,1
4353,60,1m2f,1,1
4361,60,1m2f,F,1
4380,60,2m 24yds,5,1
4385,60,5f,5,1
4388,60,5f,E,1
4407,61,1m1f,3,1
4428,61,1m3f 101yds,7,1
4432,61,1m 3yds,2,1
4441,61,1m 3yds,G,1
4447,61,1m6f 17yds,A,1
4451,61,2m,2,1
4455,61,2m,7,1
4459,61,2m2f 51yds,C,1
4466,61,5f 43yds,F,1
4491,62,1m,5,1
4494,62,1m 205yds,C,1
4502,62,1m 208yds,A,1
4514,62,1m2f 88yds,5,1
4519,62,1m2f 88yds,E,1
4530,62,1m3f 198yds,E,1
4543,62,1m5f 197yds,3,1
4549,62,1m5f 197yds,D,1
4550,62,1m5f 197yds,F,1
4553,62,1m6f,3,1
4555,62,1m6f,5,1
4559,62,2m2f,1,1
4562,62,2m4f,1,1
4563,62,2m4f,2,1
4564,62,2m4f,3,1
4565,62,2m4f,4,1
4566,62,2m4f,5,1
4567,62,2m6f,2,1
4582,62,5f 3yds,D,1
4584,62,5f 89yds,3,1
4585,62,5f 89yds,4,1
4600,62,6f 217yds,2,1
4601,62,6f 217yds,3,1
4603,62,6f 217yds,B,1
4605,62,6f 217yds,D,1
4606,62,6f 217yds,E,1
4619,62,7f 205yds,1,1
4620,62,7f 205yds,3,1
4674,205,2m1f 172yds,0,1
4727,208,2m,C,1
4730,208,2m1f,A,1
4809,214,3m,B,1
26,1,1m4f,NA,0
188,2,2m4f,NA,0
306,4,1m3f 144yds,NA,0
409,5,5f,NA,0
914,13,2m1f,NA,0
1091,14,7f,NA,0
1141,15,1m6f,NA,0
1612,22,1m2f 120yds,NA,0
2388,31,2m4f,NA,0
3482,47,1m3f,NA,0
3748,51,1m,NA,0
4048,55,2m4f,NA,0
4136,57,1m2f 7yds,NA,0
4536,62,1m4f,NA,0
4594,62,6f,NA,0
4624,201,1m1f,NA,0
4625,201,1m1f 110yds,NA,0
4626,201,1m4f,NA,0
4627,201,1m5f,NA,0
4628,201,1m6f,NA,0
4629,201,2m,NA,0
4630,201,2m 110yds,NA,0
4631,201,2m1f,NA,0
4632,201,2m2f 110yds,NA,0
4633,201,2m4f,NA,0
4634,201,2m6f,NA,0
4635,201,6f,NA,0
4636,202,1m,NA,0
4637,202,1m4f,NA,0
4638,202,1m4f 150yds,NA,0
4639,202,1m6f,NA,0
4640,202,2m1f,NA,0
4641,202,2m4f,NA,0
4642,202,3m,NA,0
4643,202,5f,NA,0
4644,203,1m2f,NA,0
4645,203,1m4f,NA,0
4646,203,2m,NA,0
4647,203,2m 100yds,NA,0
4648,203,2m 110yds,NA,0
4649,203,2m1f,NA,0
4650,203,2m2f,NA,0
4651,203,2m2f 200yds,NA,0
4652,203,2m4f,NA,0
4653,203,2m4f 120yds,NA,0
4654,203,2m6f,NA,0
4655,203,3m,NA,0
4656,204,1m,NA,0
4657,204,1m1f,NA,0
4658,204,1m2f,NA,0
4659,204,1m2f 110yds,NA,0
4660,204,1m3f,NA,0
4661,204,1m4f,NA,0
4662,204,1m6f,NA,0
4663,204,2m,NA,0
4664,204,5f,NA,0
4665,204,6f,NA,0
4666,204,6f 63yds,NA,0
4667,204,7f,NA,0
4668,205,1m3f,NA,0
4669,205,1m3f 208yds,NA,0
4670,205,1m3f 55yds,NA,0
4671,205,1m4f 110yds,NA,0
4672,205,1m5f,NA,0
4673,205,2m,NA,0
4675,205,2m1f 172yds,NA,0
4676,205,2m2f,NA,0
4677,205,2m2f 100yds,NA,0
4678,205,2m2f 110yds,NA,0
4679,205,2m2f 50yds,NA,0
4680,205,2m4f 110yds,NA,0
4681,205,2m5f 100yds,NA,0
4682,205,2m5f 110yds,NA,0
4683,205,2m6f,NA,0
4684,205,2m6f 110yds,NA,0
4685,205,2m7f,NA,0
4686,205,3m,NA,0
4687,206,1m2f,NA,0
4688,206,1m2f 100yds,NA,0
4689,206,1m4f,NA,0
4690,206,1m4f 190yds,NA,0
4691,206,1m4f 195yds,NA,0
4692,206,1m4f 196yds,NA,0
4693,206,1m4f 68yds,NA,0
4694,206,1m6f,NA,0
4695,206,2m,NA,0
4696,206,2m 100yds,NA,0
4697,206,2m2f,NA,0
4698,206,2m4f,NA,0
4699,206,2m6f,NA,0
4700,206,2m7f,NA,0
4701,206,3m,NA,0
4702,206,5f,NA,0
4703,206,7f,NA,0
4704,207,1m,NA,0
4705,207,1m1f,NA,0
4706,207,1m2f 150yds,NA,0
4707,207,1m4f,NA,0
4708,207,1m5f,NA,0
4709,207,1m6f,NA,0
4710,207,2m,NA,0
4711,207,2m 135yds,NA,0
4712,207,2m1f,NA,0
4713,207,2m3f,NA,0
4714,207,2m4f 153yds,NA,0
4715,207,3m,NA,0
4716,207,5f,NA,0
4717,207,6f,NA,0
4718,207,7f,NA,0
4719,207,7f 166yds,NA,0
4720,208,1m,NA,0
4721,208,1m1f,NA,0
4722,208,1m2f,NA,0
4723,208,1m4f,NA,0
4724,208,1m5f,NA,0
4725,208,1m5f 100yds,NA,0
4726,208,1m6f,NA,0
4728,208,2m,NA,0
4729,208,2m 100yds,NA,0
4731,208,2m1f,NA,0
4732,208,2m2f,NA,0
4733,208,2m2f 100yds,NA,0
4734,208,2m2f 110yds,NA,0
4735,208,2m4f,NA,0
4736,208,2m5f,NA,0
4737,208,2m5f 100yds,NA,0
4738,208,2m6f,NA,0
4739,208,2m6f 100yds,NA,0
4740,208,2m7f,NA,0
4741,208,2m7f 100yds,NA,0
4742,208,3m,NA,0
4743,208,3m1f,NA,0
4744,208,6f,NA,0
4745,208,7f,NA,0
4746,209,1m 100yds,NA,0
4747,209,1m4f,NA,0
4748,209,1m6f,NA,0
4749,209,2m,NA,0
4750,209,2m1f,NA,0
4751,209,2m2f,NA,0
4752,209,2m4f,NA,0
4753,209,2m5f 190yds,NA,0
4754,209,2m6f,NA,0
4755,209,3m,NA,0
4756,209,6f 50yds,NA,0
4757,209,7f,NA,0
4758,210,1m,NA,0
4759,210,1m1f,NA,0
4760,210,1m1f 100yds,NA,0
4761,210,1m1f 110yds,NA,0
4762,210,1m1f 130yds,NA,0
4763,210,1m4f,NA,0
4764,210,1m6f,NA,0
4765,210,2m,NA,0
4766,210,2m1f,NA,0
4767,210,2m2f,NA,0
4768,210,2m4f,NA,0
4769,210,3m,NA,0
4770,210,3m1f,NA,0
4771,210,7f,NA,0
4772,211,2m,NA,0
4773,211,2m2f,NA,0
4774,211,2m3f,NA,0
4775,211,2m3f 110yds,NA,0
4776,211,2m4f,NA,0
4777,211,2m6f,NA,0
4778,211,2m7f,NA,0
4779,211,3m,NA,0
4780,211,3m 140yds,NA,0
4781,211,3m1f,NA,0
4782,212,1m 100yds,NA,0
4783,212,1m3f,NA,0
4784,212,1m4f,NA,0
4785,212,1m6f,NA,0
4786,212,2m,NA,0
4787,212,2m1f,NA,0
4788,212,2m4f,NA,0
4789,212,2m4f 120yds,NA,0
4790,212,2m6f,NA,0
4791,213,1m,NA,0
4792,213,1m1f,NA,0
4793,213,1m2f,NA,0
4794,213,5f,NA,0
4795,213,6f,NA,0
4796,213,7f,NA,0
4797,214,1m,NA,0
4798,214,1m1f,NA,0
4799,214,1m2f,NA,0
4800,214,1m4f,NA,0
4801,214,1m5f,NA,0
4802,214,1m6f,NA,0
4803,214,2m,NA,0
4804,214,2m1f,NA,0
4805,214,2m2f,NA,0
4806,214,2m3f,NA,0
4807,214,2m4f,NA,0
4808,214,2m5f,NA,0
4810,214,3m,NA,0
4811,214,5f,NA,0
4812,214,6f,NA,0
4813,214,7f,NA,0
4814,215,1m,NA,0
4815,215,1m3f,NA,0
4816,215,1m3f 70yds,NA,0
4817,215,1m4f,NA,0
4818,215,1m4f 110yds,NA,0
4819,215,1m 50yds,NA,0
4820,215,2m,NA,0
4821,215,2m1f,NA,0
4822,215,2m2f,NA,0
4823,215,2m3f,NA,0
4824,215,2m3f 110yds,NA,0
4825,215,2m3f 120yds,NA,0
4826,215,2m4f,NA,0
4827,215,2m5f,NA,0
4828,215,2m6f,NA,0
4829,215,2m6f 110yds,NA,0
4830,215,3m,NA,0
4831,215,6f,NA,0
4832,215,6f 160yds,NA,0
4833,215,7f,NA,0
4834,215,7f 50yds,NA,0
4835,217,1m,NA,0
4836,217,1m1f,NA,0
4837,217,1m1f 180yds,NA,0
4838,217,1m2f,NA,0
4839,217,1m4f,NA,0
4840,217,1m6f,NA,0
4841,217,2m,NA,0
4842,217,2m1f,NA,0
4843,217,2m3f,NA,0
4844,217,2m4f,NA,0
4845,217,2m6f,NA,0
4846,217,3m,NA,0
4847,217,6f,NA,0
4848,217,6f 60yds,NA,0
4849,217,7f,NA,0
4850,218,1m,NA,0
4851,218,1m 100yds,NA,0
4852,218,1m 110yds,NA,0
4853,218,1m 150yds,NA,0
4854,218,1m 160yds,NA,0
4855,218,1m1f,NA,0
4856,218,1m2f,NA,0
4857,218,1m2f 50yds,NA,0
4858,218,1m4f,NA,0
4859,218,1m6f,NA,0
4860,218,2m,NA,0
4861,218,2m1f,NA,0
4862,218,2m2f,NA,0
4863,218,2m3f,NA,0
4864,218,2m3f 100yds,NA,0
4865,218,2m4f,NA,0
4866,218,2m5f,NA,0
4867,218,2m6f,NA,0
4868,218,3m,NA,0
4869,218,3m4f,NA,0
4870,218,5f,NA,0
4871,218,5f 110yds,NA,0
4872,218,6f,NA,0
4873,218,7f,NA,0
4874,218,7f 35yds,NA,0
4875,219,1m,NA,0
4876,219,1m2f,NA,0
4877,219,1m3f,NA,0
4878,219,1m4f,NA,0
4879,219,1m6f,NA,0
4880,219,2m,NA,0
4881,219,2m2f,NA,0
4882,219,2m3f,NA,0
4883,219,2m4f,NA,0
4884,219,3m,NA,0
4885,219,5f,NA,0
4886,219,6f,NA,0
4887,219,7f,NA,0
4888,220,1m,NA,0
4889,220,1m1f,NA,0
4890,220,1m2f,NA,0
4891,220,1m3f 60yds,NA,0
4892,220,1m4f,NA,0
4893,220,1m5f,NA,0
4894,220,1m6f,NA,0
4895,220,1m 75yds,NA,0
4896,220,2m,NA,0
4897,220,2m1f,NA,0
4898,220,2m1f 120yds,NA,0
4899,220,2m2f,NA,0
4900,220,2m4f,NA,0
4901,220,2m6f,NA,0
4902,220,2m7f,NA,0
4903,220,2m7f 100yds,NA,0
4904,220,2m7f 110yds,NA,0
4905,220,3m,NA,0
4906,220,5f,NA,0
4907,220,5f 182yds,NA,0
4908,220,7f 60yds,NA,0
4909,222,1m4f,NA,0
4910,222,2m,NA,0
4911,222,2m2f,NA,0
4912,222,2m4f,NA,0
4913,222,2m5f,NA,0
4914,222,2m6f,NA,0
4915,222,3m,NA,0
4916,222,3m1f,NA,0
4917,222,5f 110yds,NA,0
4918,222,7f 100yds,NA,0
4919,222,7f 110yds,NA,0
4920,223,1m2f,NA,0
4921,223,1m3f 100yds,NA,0
4922,223,1m3f 110yds,NA,0
4923,223,1m4f,NA,0
4924,223,2m,NA,0
4925,223,2m4f,NA,0
4926,223,2m4f 100yds,NA,0
4927,223,2m5f,NA,0
4928,223,3m,NA,0
4929,223,3m 100yds,NA,0
4930,223,7f,NA,0
4931,224,1m2f,NA,0
4932,224,1m2f 110yds,NA,0
4933,224,1m4f,NA,0
4934,224,1m6f,NA,0
4935,224,2m,NA,0
4936,224,2m1f,NA,0
4937,224,2m2f,NA,0
4938,224,2m4f,NA,0
4939,224,3m,NA,0
4940,224,6f 100yds,NA,0
4941,224,6f 110yds,NA,0
4942,224,6f 200yds,NA,0
4943,225,1m,NA,0
4944,225,1m4f,NA,0
4945,225,1m4f 110yds,NA,0
4946,225,1m6f,NA,0
4947,225,2m,NA,0
4948,225,2m1f,NA,0
4949,225,2m2f,NA,0
4950,225,2m2f 100yds,NA,0
4951,225,2m4f,NA,0
4952,225,2m5f 110yds,NA,0
4953,225,2m6f,NA,0
4954,225,2m6f 110yds,NA,0
4955,225,3m,NA,0
4956,226,1m1f,NA,0
4957,226,1m4f,NA,0
4958,226,1m4f 100yds,NA,0
4959,226,1m4f 110yds,NA,0
4960,226,1m6f,NA,0
4961,226,2m,NA,0
4962,226,2m 110yds,NA,0
4963,226,2m1f,NA,0
4964,226,2m2f,NA,0
4965,226,2m4f,NA,0
4966,226,2m5f,NA,0
4967,226,2m7f,NA,0
4968,226,3m,NA,0
4969,226,5f,NA,0
4970,226,7f,NA,0
4971,226,7f 100yds,NA,0
4972,226,7f 110yds,NA,0
4973,226,7f 30yds,NA,0
4974,228,1m1f,NA,0
4975,228,1m4f,NA,0
4976,228,1m6f,NA,0
4977,228,2m,NA,0
4978,228,2m4f,NA,0
4979,228,2m5f,NA,0
4980,228,2m5f 50yds,NA,0
4981,228,2m6f,NA,0
4982,228,3m,NA,0
4983,229,1m 100yds,NA,0
4984,229,1m 110yds,NA,0
4985,229,1m2f 150yds,NA,0
4986,229,1m3f 160yds,NA,0
4987,229,1m4f,NA,0
4988,229,1m4f 50yds,NA,0
4989,229,1m5f,NA,0
4990,229,1m6f,NA,0
4991,229,2m,NA,0
4992,229,2m1f,NA,0
4993,229,2m2f,NA,0
4994,229,2m3f,NA,0
4995,229,2m4f,NA,0
4996,229,2m6f,NA,0
4997,229,3m,NA,0
4998,229,3m1f,NA,0
